title,publisher
title,publisher
/volume4/RDM_12T/02.Games/PS4/暗黑血统：创世纪,/volume4/RDM_12T/02.Games/PS4/暗黑血统：创世纪/
/volume4/RDM_12T/02.Games/PS4/毁灭战士,/volume4/RDM_12T/02.Games/PS4/毁灭战士
永恒,永恒/
V0101,/volume4/RDM_12T/02.Games/PS4/永恒终焉HP0036-CUSA17113_00-ENDOFETERNITY000-A0100-V0101/
/volume4/RDM_12T/02.Games/PS4/渡神纪,/volume4/RDM_12T/02.Games/PS4/渡神纪/
/volume4/RDM_12T/02.Games/PS4/漫威银河护卫队,/volume4/RDM_12T/02.Games/PS4/漫威银河护卫队/
,/volume4/RDM_12T/02.Games/PS4/濡鸦之巫女-
重制版,重制版/
/volume4/RDM_12T/02.Games/PS4/狂战传说,/volume4/RDM_12T/02.Games/PS4/狂战传说/
/volume4/RDM_12T/02.Games/PS4/王牌空战7,/volume4/RDM_12T/02.Games/PS4/王牌空战7/
/volume4/RDM_12T/02.Games/PS4/生化危机5,/volume4/RDM_12T/02.Games/PS4/生化危机5/
/volume4/RDM_12T/02.Games/PS4/生化危机6,/volume4/RDM_12T/02.Games/PS4/生化危机6/
/volume4/RDM_12T/02.Games/PS4/生化危机7,/volume4/RDM_12T/02.Games/PS4/生化危机7/
/volume4/RDM_12T/02.Games/PS4/生化危机8,/volume4/RDM_12T/02.Games/PS4/生化危机8/
/volume4/RDM_12T/02.Games/PS4/看门狗1,/volume4/RDM_12T/02.Games/PS4/看门狗1/
/volume4/RDM_12T/02.Games/PS4/看门狗,/volume4/RDM_12T/02.Games/PS4/看门狗
军团,军团/
/volume4/RDM_12T/02.Games/PS4/真三国无双8,/volume4/RDM_12T/02.Games/PS4/真三国无双8/
/volume4/RDM_12T/02.Games/PS4/破晓传说,/volume4/RDM_12T/02.Games/PS4/破晓传说/
/volume4/RDM_12T/02.Games/PS4/神界原罪2,/volume4/RDM_12T/02.Games/PS4/神界原罪2/
/volume4/RDM_12T/02.Games/PS4/神秘海域,/volume4/RDM_12T/02.Games/PS4/神秘海域
失落的遗产,失落的遗产
1.08,1.08/
/volume4/RDM_12T/02.Games/PS4/绯红结系,/volume4/RDM_12T/02.Games/PS4/绯红结系/
测试,/volume4/RDM_12T/02.Games/PS4/艾尔登法环-测试/
/volume4/RDM_12T/02.Games/PS4/英雄传说,/volume4/RDM_12T/02.Games/PS4/英雄传说
创之轨迹,创之轨迹/
/volume4/RDM_12T/02.Games/PS4/蜘蛛侠,/volume4/RDM_12T/02.Games/PS4/蜘蛛侠/
